No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP
3178,2013,7,11,9,22.0,49.0,5.0,25.0,600.0,24.0,25.6
3179,2013,7,11,10,27.0,49.0,6.0,37.0,600.0,25.0,26.3
3180,2013,7,11,11,32.0,67.0,5.0,57.0,600.0,12.0,26.5
3181,2013,7,11,12,35.0,72.0,4.0,44.0,600.0,31.0,27.7
3182,2013,7,11,13,36.0,45.0,5.0,29.0,600.0,60.0,28.2
3183,2013,7,11,14,33.0,45.0,4.0,17.0,500.0,82.0,28.7
3184,2013,7,11,15,30.0,37.0,4.0,14.0,500.0,95.0,28.9
3185,2013,7,11,16,32.0,37.0,5.0,16.0,600.0,108.0,28.7
3186,2013,7,11,17,32.0,5.0,5.0,16.0,,114.8112,28.1
3187,2013,7,11,18,27.0,32.0,2.8560000000000003,11.4968,,118.881,27.3
3188,2013,7,11,19,26.0,47.0,2.5704,17.8611,,110.9556,26.3
3189,2013,7,11,20,31.0,57.0,3.7128,33.0533,,117.1674,25.5
3190,2013,7,11,21,39.0,57.0,3.7128,36.954,,92.9628,24.5
3191,2013,7,11,22,38.0,57.0,4.284,36.7487,,74.7558,23.4
3192,2013,7,11,23,41.0,63.0,2.8560000000000003,34.900999999999996,,52.0506,22.7
3193,2013,7,12,0,39.0,40.0,1.9992,18.6823,,47.7666,22.2
3194,2013,7,12,1,37.0,24.0,1.9992,11.7021,,46.4814,21.5
3195,2013,7,12,2,34.0,25.0,,15.1922,,40.0554,21.2
3196,2013,7,12,3,32.0,21.0,2.2848,14.7816,,,20.8
3197,2013,7,12,4,35.0,32.0,2.2848,,,27.2034,20.4
3198,2013,7,12,5,37.0,33.0,2.5704,42.7024,,9.2106,20.8
3199,2013,7,12,6,33.0,33.0,3.1416,12.9339,,38.3418,23.1
3200,2013,7,12,7,32.0,32.0,3.1416,10.0597,,47.3382,24.9
3201,2013,7,12,8,45.0,66.0,5.0,32.0,,39.4128,26.6
3202,2013,7,12,9,42.0,64.0,5.0,32.0,700.0,49.0,28.3
3203,2013,7,12,10,39.0,66.0,5.0,33.0,700.0,71.0,29.2
3204,2013,7,12,11,45.0,78.0,4.0,24.0,700.0,106.0,30.1
3205,2013,7,12,12,49.0,81.0,5.0,24.0,700.0,113.0,31.0
3206,2013,7,12,13,38.0,56.0,5.0,16.0,700.0,154.0,32.1
3207,2013,7,12,14,45.0,61.0,6.0,7.0,700.0,191.0,33.2
3208,2013,7,12,15,40.0,61.0,6.0,6.0,700.0,214.0,33.2
3209,2013,7,12,16,43.0,64.0,5.0,7.0,700.0,240.0,32.2
3210,2013,7,12,17,68.0,136.0,5.0,16.0,900.0,301.0,31.1
3211,2013,7,12,18,72.0,99.0,4.0,15.0,900.0,246.0,29.9
3212,2013,7,12,19,58.0,107.0,3.0,17.0,900.0,184.0,28.8
3213,2013,7,12,20,59.0,107.0,4.0,20.0,900.0,138.0,28.2
3214,2013,7,12,21,62.0,81.0,4.0,20.0,1000.0,121.0,27.6
3215,2013,7,12,22,117.0,135.0,6.0,20.0,1200.0,120.0,27.3
3216,2013,7,12,23,144.0,135.0,9.0,22.0,1300.0,96.0,26.8
3217,2013,7,13,0,158.0,131.0,10.0,21.0,1400.0,82.0,26.5
3218,2013,7,13,1,154.0,123.0,10.0,20.0,1300.0,72.0,26.4
3219,2013,7,13,2,154.0,110.0,10.0,19.0,1200.0,68.0,26.2
3220,2013,7,13,3,152.0,121.0,9.0,17.0,1200.0,62.0,25.9
3221,2013,7,13,4,167.0,141.0,7.0,23.0,1300.0,38.0,25.5
3222,2013,7,13,5,165.0,150.0,7.0,35.0,1300.0,24.0,25.2
3223,2013,7,13,6,157.0,129.0,6.0,39.0,1200.0,15.0,25.4
3224,2013,7,13,7,157.0,118.0,6.0,39.0,1200.0,19.0,25.5
3225,2013,7,13,8,158.0,134.0,8.0,41.0,1200.0,22.0,25.9
3226,2013,7,13,9,163.0,145.0,7.0,38.0,1200.0,34.0,26.8
3227,2013,7,13,10,175.0,137.0,8.0,27.0,1300.0,64.0,27.8
3228,2013,7,13,11,180.0,147.0,12.0,23.0,1300.0,99.0,28.4
3229,2013,7,13,12,168.0,124.0,8.0,20.0,1200.0,139.0,28.9
3230,2013,7,13,13,163.0,110.0,7.0,16.0,1200.0,164.0,29.9
3231,2013,7,13,14,153.0,113.0,8.0,12.0,1200.0,194.0,30.4
3232,2013,7,13,15,144.0,101.0,8.0,11.0,1200.0,222.0,30.5
3233,2013,7,13,16,126.0,93.0,7.0,10.0,1200.0,235.0,30.7
3234,2013,7,13,17,112.0,85.0,4.0,8.0,1200.0,236.0,30.4
3235,2013,7,13,18,102.0,87.0,4.0,9.0,1300.0,225.0,30.1
3236,2013,7,13,19,90.0,73.0,5.0,14.0,1300.0,200.0,29.6
3237,2013,7,13,20,90.0,84.0,5.0,14.0,1300.0,156.0,28.8
3238,2013,7,13,21,97.0,109.0,5.0,27.0,1200.0,124.0,28.6
3239,2013,7,13,22,94.0,98.0,5.0,25.0,1300.0,112.0,28.2
3240,2013,7,13,23,128.0,159.0,7.0,26.0,1800.0,115.0,27.6
3241,2013,7,14,0,188.0,202.0,9.0,20.0,2100.0,127.0,26.9
3242,2013,7,14,1,214.0,202.0,10.0,19.0,1900.0,113.0,26.6
3243,2013,7,14,2,185.0,134.0,10.0,22.0,1600.0,89.0,26.2
3244,2013,7,14,3,155.0,102.0,9.0,30.0,1300.0,58.0,25.3
3245,2013,7,14,4,117.0,59.0,10.0,29.0,1000.0,42.0,25.0
3246,2013,7,14,5,108.0,73.0,12.0,29.0,1000.0,31.0,24.8
3247,2013,7,14,6,109.0,87.0,13.0,30.0,1100.0,27.0,24.5
3248,2013,7,14,7,126.0,104.0,13.0,30.0,1000.0,24.0,24.3
3249,2013,7,14,8,158.0,143.0,9.0,31.0,1200.0,15.0,24.3
3250,2013,7,14,9,183.0,157.0,8.0,30.0,1300.0,14.0,24.9
3251,2013,7,14,10,156.0,109.0,9.0,26.0,1100.0,25.0,26.5
3252,2013,7,14,11,135.0,97.0,11.0,20.0,1000.0,45.0,28.1
3253,2013,7,14,12,132.0,112.0,15.0,14.0,1100.0,93.0,29.2
3254,2013,7,14,13,121.0,73.0,17.0,10.0,1100.0,132.0,29.8
3255,2013,7,14,14,119.0,78.0,18.0,9.0,1100.0,159.0,30.4
3256,2013,7,14,15,121.0,75.0,19.0,6.0,1200.0,185.0,30.1
3257,2013,7,14,16,121.0,86.0,19.0,5.0,1400.0,203.0,30.2
3258,2013,7,14,17,106.0,54.0,17.0,4.0,1400.0,192.0,29.5
3259,2013,7,14,18,104.0,91.0,17.0,13.0,1400.0,199.0,28.9
3260,2013,7,14,19,89.0,83.0,12.0,20.0,1300.0,154.0,27.4
3261,2013,7,14,20,88.0,161.0,8.0,27.0,1200.0,109.0,26.9
3262,2013,7,14,21,97.0,161.0,8.0,33.0,1100.0,77.0,24.4
3263,2013,7,14,22,80.0,96.0,5.0,24.0,900.0,71.0,23.7
3264,2013,7,14,23,60.0,96.0,3.0,13.0,700.0,72.0,23.0
3265,2013,7,15,0,43.0,4.0,3.0,11.0,800.0,75.0,22.6
3266,2013,7,15,1,33.0,33.0,3.0,4.0,700.0,76.0,22.2
3267,2013,7,15,2,22.0,22.0,3.0,,700.0,81.0,22.3
3268,2013,7,15,3,18.0,18.0,3.0,,700.0,72.0,22.8
3269,2013,7,15,4,44.0,38.0,4.0,8.0,1400.0,40.0,22.8
3270,2013,7,15,5,57.0,30.0,5.0,10.0,1500.0,31.0,22.4
3271,2013,7,15,6,57.0,10.0,5.0,10.0,1300.0,25.0,22.5
3272,2013,7,15,7,32.0,32.0,3.0,38.0,1200.0,11.0,22.7
3273,2013,7,15,8,29.0,6.0,4.0,41.0,1300.0,4.0,23.1
3274,2013,7,15,9,24.0,10.0,5.0,27.0,1700.0,10.0,23.3
3275,2013,7,15,10,24.0,3.0,5.0,27.0,2000.0,6.0,23.6
3276,2013,7,15,11,20.0,15.0,5.0,28.0,2100.0,8.0,24.1
3277,2013,7,15,12,18.0,10.0,4.0,26.0,2000.0,10.0,24.4
3278,2013,7,15,13,19.0,19.0,4.0,21.0,1700.0,13.0,24.6
3279,2013,7,15,14,23.0,21.0,4.0,23.0,1400.0,14.0,24.6
3280,2013,7,15,15,25.0,3.0,4.0,29.0,1500.0,9.0,24.8
3281,2013,7,15,16,26.0,17.0,3.0,26.0,1400.0,12.0,24.8
3282,2013,7,15,17,26.0,26.0,3.0,26.0,,15.6366,24.7
3283,2013,7,15,18,32.0,6.0,4.0,52.0,1400.0,6.0,24.3
3284,2013,7,15,19,34.0,7.0,3.0,47.0,1300.0,14.0,24.2
3285,2013,7,15,20,38.0,5.0,3.0,30.0,1200.0,19.0,24.0
3286,2013,7,15,21,32.0,14.0,3.0,31.0,1200.0,9.0,24.0
3287,2013,7,15,22,38.0,24.0,3.0,44.0,1400.0,4.0,23.6
3288,2013,7,15,23,35.0,12.0,3.0,35.0,1200.0,4.0,22.9
3289,2013,7,16,0,36.0,7.0,3.0,22.0,1100.0,8.0,22.6
3290,2013,7,16,1,24.0,24.0,3.0,4.0,800.0,17.0,22.6
3291,2013,7,16,2,22.0,7.0,3.0,11.0,800.0,10.0,23.1
3292,2013,7,16,3,23.0,,3.0,12.0,,,22.5
3293,2013,7,16,4,17.0,17.0,3.0,12.0,600.0,40.0,23.5
3294,2013,7,16,5,17.0,17.0,3.0,10.0,500.0,59.0,24.0
3295,2013,7,16,6,14.0,11.0,5.0,21.0,500.0,58.0,25.4
3296,2013,7,16,7,11.0,11.0,6.0,36.0,500.0,42.0,27.0
3297,2013,7,16,8,9.0,9.0,3.0,24.0,400.0,63.0,27.9
3298,2013,7,16,9,3.0,3.0,3.0,13.0,300.0,82.0,29.1
3299,2013,7,16,10,4.0,4.0,3.0,12.0,300.0,86.0,30.1
3300,2013,7,16,11,16.0,9.0,3.0,14.0,300.0,86.0,31.0
3301,2013,7,16,12,9.0,9.0,3.0,14.0,300.0,89.0,32.1
3302,2013,7,16,13,5.0,5.0,3.0,14.0,300.0,84.0,32.9
3303,2013,7,16,14,9.0,4.0,3.0,12.0,300.0,78.0,33.3
3304,2013,7,16,15,3.0,6.0,3.0,13.0,300.0,76.0,33.9
3305,2013,7,16,16,9.0,6.0,3.0,13.0,300.0,75.0,34.0
3306,2013,7,16,17,9.0,9.0,3.0,12.0,300.0,77.0,33.9
3307,2013,7,16,18,4.0,,3.0,14.0,300.0,77.0,31.9
3308,2013,7,16,19,10.0,27.0,3.0,18.0,300.0,70.0,27.1
3309,2013,7,16,20,19.0,90.0,3.0,38.0,500.0,37.0,25.7
3310,2013,7,16,21,13.0,24.0,3.0,30.0,500.0,30.0,24.0
3311,2013,7,16,22,12.0,14.0,3.0,14.0,400.0,44.0,22.5
3312,2013,7,16,23,14.0,14.0,3.0,18.0,400.0,38.0,22.9
3313,2013,7,17,0,11.0,5.0,3.0,10.0,300.0,47.0,21.9
3314,2013,7,17,1,9.0,15.0,3.0,23.0,300.0,37.0,21.3
3315,2013,7,17,2,12.0,15.0,3.0,15.0,300.0,43.0,21.4
3316,2013,7,17,3,12.0,10.0,3.0,14.0,300.0,44.0,20.1
3317,2013,7,17,4,11.0,19.0,3.0,17.0,400.0,39.0,20.0
3318,2013,7,17,5,13.0,14.0,3.0,14.0,400.0,39.0,20.1
3319,2013,7,17,6,16.0,21.0,3.0,16.0,400.0,36.0,22.6
3320,2013,7,17,7,21.0,43.0,3.0,26.0,500.0,28.0,24.8
3321,2013,7,17,8,20.0,57.0,5.0,42.0,700.0,23.0,26.4
3322,2013,7,17,9,23.0,49.0,4.0,40.0,600.0,39.0,28.0
3323,2013,7,17,10,30.0,63.0,6.0,26.0,500.0,79.0,28.6
3324,2013,7,17,11,33.0,79.0,6.0,18.0,600.0,131.0,29.7
3325,2013,7,17,12,44.0,72.0,8.0,13.0,600.0,174.0,30.8
3326,2013,7,17,13,53.0,82.0,8.0,17.0,600.0,207.0,31.9
3327,2013,7,17,14,61.0,102.0,9.0,24.0,800.0,245.0,33.0
3328,2013,7,17,15,78.0,102.0,11.0,32.0,900.0,253.0,32.7
3329,2013,7,17,16,35.0,35.0,8.0,14.0,500.0,205.0,32.4
3330,2013,7,17,17,20.0,29.0,5.0,12.0,400.0,163.0,31.8
3331,2013,7,17,18,29.0,58.0,7.0,16.0,500.0,168.0,30.8
3332,2013,7,17,19,44.0,77.0,7.0,26.0,600.0,163.0,30.0
3333,2013,7,17,20,42.0,88.0,6.0,33.0,600.0,145.0,29.4
3334,2013,7,17,21,38.0,58.0,4.0,36.0,700.0,96.0,29.2
3335,2013,7,17,22,68.0,157.0,13.0,44.0,1200.0,111.0,28.4
3336,2013,7,17,23,87.0,130.0,16.0,34.0,1300.0,116.0,27.5
3337,2013,7,18,0,78.0,130.0,12.0,30.0,1100.0,87.0,26.5
3338,2013,7,18,1,69.0,118.0,11.0,25.0,1000.0,77.0,25.7
3339,2013,7,18,2,98.0,120.0,9.0,20.0,1100.0,75.0,25.2
3340,2013,7,18,3,117.0,120.0,8.0,12.0,1100.0,80.0,24.9
3341,2013,7,18,4,130.0,110.0,8.0,8.0,1200.0,89.0,24.8
3342,2013,7,18,5,143.0,129.0,10.0,9.0,1200.0,84.0,24.6
3343,2013,7,18,6,156.0,127.0,10.0,11.0,1300.0,74.0,24.7
3344,2013,7,18,7,158.0,127.0,8.0,14.0,1300.0,67.0,24.8
3345,2013,7,18,8,168.0,132.0,9.0,17.0,1300.0,66.0,25.5
3346,2013,7,18,9,167.0,127.0,10.0,20.0,1400.0,66.0,26.6
3347,2013,7,18,10,168.0,143.0,13.0,21.0,1600.0,73.0,26.6
3348,2013,7,18,11,173.0,135.0,14.0,21.0,1800.0,87.0,28.2
3349,2013,7,18,12,204.0,174.0,15.0,30.0,2100.0,89.0,27.9
3350,2013,7,18,13,211.0,192.0,15.0,33.0,2300.0,108.0,27.6
3351,2013,7,18,14,218.0,185.0,20.0,35.0,2800.0,114.0,27.4
3352,2013,7,18,15,221.0,174.0,33.0,38.0,3400.0,105.0,27.8
3353,2013,7,18,16,212.0,165.0,31.0,38.0,3300.0,105.0,27.6
3354,2013,7,18,17,205.0,159.0,27.0,36.0,3000.0,109.0,27.4
3355,2013,7,18,18,174.0,84.0,19.0,33.0,2300.0,111.0,27.2
3356,2013,7,18,19,174.0,74.0,19.0,33.0,1200.0,112.0,26.6
3357,2013,7,18,20,118.0,58.0,10.0,22.0,1200.0,109.0,26.2
3358,2013,7,18,21,120.0,107.0,9.0,28.0,1100.0,94.0,25.8
3359,2013,7,18,22,123.0,56.0,9.0,29.0,1100.0,88.0,25.5
3360,2013,7,18,23,86.0,50.0,11.0,22.0,800.0,98.0,24.9
3361,2013,7,19,0,106.0,79.0,9.0,28.0,900.0,75.0,24.5
3362,2013,7,19,1,123.0,118.0,7.0,27.0,1100.0,58.0,23.8
3363,2013,7,19,2,137.0,98.0,4.0,14.0,1200.0,52.0,23.7
3364,2013,7,19,3,140.0,95.0,3.0,10.0,1300.0,42.0,23.1
3365,2013,7,19,4,137.0,82.0,4.0,38.0,1300.0,26.0,22.9
3366,2013,7,19,5,138.0,105.0,3.0,40.0,1300.0,14.0,23.2
3367,2013,7,19,6,141.0,96.0,3.0,22.0,1400.0,24.0,23.4
3368,2013,7,19,7,154.0,114.0,3.0,17.0,1600.0,27.0,24.6
3369,2013,7,19,8,165.0,118.0,5.0,35.0,1700.0,25.0,25.6
3370,2013,7,19,9,183.0,147.0,9.0,53.0,1500.0,23.0,27.1
3371,2013,7,19,10,173.0,160.0,10.0,52.0,1500.0,34.0,27.9
3372,2013,7,19,11,192.0,172.0,9.0,63.0,1600.0,46.0,29.8
3373,2013,7,19,12,191.0,175.0,9.0,47.0,1500.0,73.0,31.3
3374,2013,7,19,13,154.0,74.0,8.0,40.0,1200.0,93.0,32.0
3375,2013,7,19,14,57.0,57.0,7.0,16.0,700.0,107.0,31.2
3376,2013,7,19,15,19.0,19.0,4.0,2.0,400.0,94.0,32.3
3377,2013,7,19,16,16.0,16.0,4.0,4.0,400.0,92.0,32.7
3378,2013,7,19,17,15.0,30.0,3.0,3.0,400.0,95.0,32.5
3379,2013,7,19,18,21.0,30.0,3.0,,500.0,100.0,31.8
3380,2013,7,19,19,19.0,49.0,3.0,7.0,500.0,87.0,28.6
3381,2013,7,19,20,24.0,41.0,3.0,17.0,600.0,86.0,26.7
3382,2013,7,19,21,42.0,80.0,3.0,31.0,800.0,66.0,26.1
3383,2013,7,19,22,38.0,80.0,3.0,19.0,700.0,64.0,25.3
3384,2013,7,19,23,38.0,17.0,3.0,12.0,600.0,57.0,24.3
3385,2013,7,20,0,28.0,10.0,3.0,11.0,500.0,58.0,23.9
3386,2013,7,20,1,34.0,28.0,3.0,11.0,600.0,57.0,23.4
3387,2013,7,20,2,37.0,39.0,3.0,17.0,700.0,50.0,23.2
3388,2013,7,20,3,39.0,39.0,3.0,16.0,,,23.3
3389,2013,7,20,4,54.0,48.0,3.0,16.0,700.0,55.0,22.9
3390,2013,7,20,5,57.0,53.0,3.0,7.0,700.0,59.0,23.1
3391,2013,7,20,6,64.0,51.0,3.0,9.0,700.0,56.0,24.5
3392,2013,7,20,7,66.0,85.0,4.0,48.0,900.0,29.0,26.3
3393,2013,7,20,8,74.0,96.0,3.0,66.0,900.0,18.0,27.3
3394,2013,7,20,9,59.0,83.0,3.0,46.0,700.0,30.0,29.1
3395,2013,7,20,10,51.0,58.0,3.0,23.0,600.0,60.0,30.5
3396,2013,7,20,11,64.0,91.0,3.0,23.0,700.0,80.0,31.1
3397,2013,7,20,12,73.0,91.0,4.0,18.0,700.0,110.0,31.8
3398,2013,7,20,13,48.0,24.0,3.0,4.0,600.0,128.0,32.6
3399,2013,7,20,14,30.0,24.0,3.0,,500.0,132.0,32.8
3400,2013,7,20,15,25.0,17.0,3.0,,400.0,132.0,33.3
3401,2013,7,20,16,21.0,21.0,3.0,,400.0,123.0,32.1
3402,2013,7,20,17,14.0,14.0,3.0,,400.0,116.0,31.7
3403,2013,7,20,18,15.0,14.0,3.0,13.0,400.0,111.0,30.4
3404,2013,7,20,19,15.0,26.0,3.0,21.0,400.0,100.0,28.0
3405,2013,7,20,20,37.0,148.0,3.0,29.0,600.0,93.0,27.2
3406,2013,7,20,21,41.0,62.0,3.0,35.0,700.0,81.0,25.5
3407,2013,7,20,22,28.0,62.0,3.0,17.0,500.0,62.0,25.0
3408,2013,7,20,23,25.0,24.0,3.0,13.0,500.0,58.0,24.5
3409,2013,7,21,0,25.0,30.0,3.0,16.0,500.0,51.0,24.0
3410,2013,7,21,1,27.0,30.0,3.0,9.0,500.0,55.0,23.5
3411,2013,7,21,2,30.0,30.0,3.0,8.0,500.0,55.0,23.5
3412,2013,7,21,3,34.0,52.0,3.0,40.0,600.0,33.0,23.1
3413,2013,7,21,4,41.0,56.0,3.0,78.0,700.0,10.0,23.5
3414,2013,7,21,5,52.0,94.0,3.0,72.0,800.0,8.0,23.4
3415,2013,7,21,6,61.0,96.0,3.0,66.0,900.0,9.0,24.4
3416,2013,7,21,7,74.0,84.0,4.0,55.0,900.0,14.0,25.6
3417,2013,7,21,8,91.0,119.0,7.0,63.0,1000.0,16.0,26.3
3418,2013,7,21,9,116.0,171.0,7.0,36.0,1300.0,28.0,27.3
3419,2013,7,21,10,128.0,171.0,9.0,25.0,1300.0,44.0,27.6
3420,2013,7,21,11,129.0,134.0,7.0,18.0,1300.0,62.0,28.6
3421,2013,7,21,12,116.0,134.0,7.0,20.0,1200.0,72.0,29.5
3422,2013,7,21,13,119.0,123.0,8.0,24.0,1100.0,89.0,30.1
3423,2013,7,21,14,124.0,133.0,4.0,23.0,1100.0,107.0,30.5
3424,2013,7,21,15,106.0,133.0,5.0,6.0,1000.0,124.0,30.5
3425,2013,7,21,16,99.0,81.0,6.0,6.0,1000.0,116.0,30.4
3426,2013,7,21,17,87.0,106.0,9.0,9.0,1000.0,113.0,30.0
3427,2013,7,21,18,100.0,118.0,9.0,12.0,1100.0,115.0,29.3
3428,2013,7,21,19,91.0,96.0,8.0,17.0,1100.0,109.0,28.8
3429,2013,7,21,20,93.0,116.0,7.0,28.0,1100.0,96.0,28.7
3430,2013,7,21,21,92.0,101.0,6.0,26.0,1200.0,84.0,27.6
3431,2013,7,21,22,95.0,114.0,3.0,48.0,1300.0,54.0,26.9
3432,2013,7,21,23,90.0,114.0,3.0,44.0,1200.0,48.0,25.9
3433,2013,7,22,0,72.0,81.0,3.0,25.0,1000.0,52.0,24.6
3434,2013,7,22,1,71.0,67.0,3.0,19.0,1000.0,46.0,24.3
3435,2013,7,22,2,70.0,57.0,3.0,24.0,1000.0,39.0,23.3
3436,2013,7,22,3,64.0,45.0,3.0,20.0,800.0,39.0,23.1
3437,2013,7,22,4,65.0,53.0,3.0,8.0,800.0,41.0,22.5
3438,2013,7,22,5,66.0,53.0,3.0,8.0,800.0,41.0,22.7
3439,2013,7,22,6,68.0,63.0,3.0,7.0,800.0,37.0,24.1
3440,2013,7,22,7,79.0,80.0,4.0,26.0,1000.0,29.0,25.8
3441,2013,7,22,8,79.0,80.0,4.0,26.0,,41.3406,26.6
3442,2013,7,22,9,118.0,137.0,12.5664,25.6625,,48.4092,27.2
3443,2013,7,22,10,135.0,157.0,14.28,33.2586,,53.7642,27.3
3444,2013,7,22,11,142.0,154.0,9.7104,36.1328,,61.047,28.1
3445,2013,7,22,12,152.0,167.0,7.9968,41.6759,,64.26,28.7
3446,2013,7,22,13,163.0,168.0,7.0,43.0,,73.4706,29.0
3447,2013,7,22,14,176.0,177.0,8.0,37.0,,89.5356,28.9
3448,2013,7,22,15,173.0,177.0,6.0,32.0,1500.0,102.0,28.9
3449,2013,7,22,16,159.0,120.0,10.0,30.0,1500.0,111.0,28.8
3450,2013,7,22,17,156.0,118.0,12.0,25.0,2000.0,118.0,28.6
3451,2013,7,22,18,130.0,93.0,17.0,29.0,2300.0,116.0,28.1
3452,2013,7,22,19,114.0,90.0,14.0,34.0,1800.0,101.0,27.9
3453,2013,7,22,20,114.0,127.0,15.0,37.0,1800.0,98.0,26.8
3454,2013,7,22,21,131.0,167.0,10.0,36.0,1900.0,82.0,26.3
3455,2013,7,22,22,132.0,167.0,8.0,27.0,1900.0,70.0,25.5
3456,2013,7,22,23,129.0,107.0,8.0,24.0,1800.0,63.0,25.0
3457,2013,7,23,0,126.0,88.0,8.0,18.0,1600.0,59.0,24.4
3458,2013,7,23,1,118.0,95.0,7.0,15.0,1600.0,54.0,24.2
3459,2013,7,23,2,110.0,72.0,6.0,13.0,1500.0,49.0,23.5
3460,2013,7,23,3,110.0,73.0,7.0,24.0,1300.0,40.0,23.7
3461,2013,7,23,4,110.0,103.0,8.0,33.0,1200.0,37.0,23.3
3462,2013,7,23,5,107.0,88.0,7.0,22.0,1200.0,36.0,22.5
3463,2013,7,23,6,99.0,58.0,7.0,19.0,1100.0,36.0,23.5
3464,2013,7,23,7,95.0,79.0,6.0,19.0,1100.0,33.0,25.4
3465,2013,7,23,8,95.0,38.0,6.0,19.0,,32.9868,26.7
3466,2013,7,23,9,65.0,112.0,9.0,29.0,900.0,37.0,28.1
3467,2013,7,23,10,95.0,100.0,10.0,31.0,900.0,49.0,29.0
3468,2013,7,23,11,104.0,125.0,9.0,27.0,1000.0,71.0,29.6
3469,2013,7,23,12,111.0,144.0,9.0,26.0,1000.0,109.0,30.7
3470,2013,7,23,13,93.0,144.0,6.0,15.0,900.0,240.0,31.5
3471,2013,7,23,14,51.0,18.0,4.0,7.0,700.0,236.0,32.0
3472,2013,7,23,15,38.0,40.0,4.0,7.0,600.0,218.0,32.0
3473,2013,7,23,16,36.0,67.0,4.0,7.0,600.0,215.0,31.5
3474,2013,7,23,17,40.0,69.0,5.0,7.0,600.0,222.0,30.7
3475,2013,7,23,18,36.0,66.0,4.0,12.0,600.0,203.0,29.9
3476,2013,7,23,19,38.0,63.0,4.0,18.0,600.0,177.0,28.9
3477,2013,7,23,20,38.0,69.0,4.0,22.0,600.0,157.0,27.1
3478,2013,7,23,21,35.0,75.0,3.0,21.0,600.0,135.0,25.6
3479,2013,7,23,22,39.0,67.0,3.0,18.0,600.0,110.0,24.9
3480,2013,7,23,23,39.0,67.0,3.0,13.0,600.0,101.0,24.9
3481,2013,7,24,0,40.0,28.0,3.0,8.0,600.0,101.0,23.7
3482,2013,7,24,1,40.0,29.0,3.0,4.0,600.0,96.0,23.1
3483,2013,7,24,2,42.0,24.0,3.0,2.0,500.0,92.0,22.5
3484,2013,7,24,3,37.0,22.0,4.0,4.0,,,21.9
3485,2013,7,24,4,38.0,25.0,4.0,4.0,500.0,67.0,21.7
3486,2013,7,24,5,33.0,10.0,5.0,17.0,600.0,56.0,23.2
3487,2013,7,24,6,30.0,30.0,8.0,37.0,700.0,28.0,27.6
3488,2013,7,24,7,25.0,53.0,17.0,44.0,800.0,17.0,29.8
3489,2013,7,24,8,16.0,53.0,29.0,35.0,700.0,39.0,32.3
3490,2013,7,24,9,19.0,7.0,26.0,22.0,700.0,57.0,33.8
3491,2013,7,24,10,16.0,44.0,19.0,24.0,600.0,68.0,35.1
3492,2013,7,24,11,12.0,44.0,17.0,14.0,500.0,90.0,35.9
3493,2013,7,24,12,8.0,14.0,12.0,13.0,400.0,106.0,36.5
3494,2013,7,24,13,11.0,23.0,11.0,9.0,400.0,123.0,37.1
3495,2013,7,24,14,18.0,26.0,11.0,10.0,400.0,134.0,37.4
3496,2013,7,24,15,13.0,16.0,11.0,10.0,400.0,138.0,37.7
3497,2013,7,24,16,13.0,36.0,13.0,17.0,400.0,142.0,37.8
3498,2013,7,24,17,13.0,32.0,10.0,16.0,400.0,140.0,37.1
3499,2013,7,24,18,11.0,38.0,8.0,20.0,400.0,131.0,35.4
3500,2013,7,24,19,15.0,22.0,6.0,21.0,400.0,112.0,30.8
3501,2013,7,24,20,18.0,95.0,7.0,36.0,500.0,80.0,28.8
3502,2013,7,24,21,14.0,95.0,4.0,23.0,400.0,62.0,27.5
3503,2013,7,24,22,13.0,9.0,3.0,26.0,400.0,49.0,26.8
3504,2013,7,24,23,10.0,10.0,3.0,33.0,400.0,40.0,26.4
3505,2013,7,25,0,12.0,25.0,3.0,43.0,500.0,32.0,26.5
3506,2013,7,25,1,6.0,25.0,3.0,23.0,400.0,45.0,25.5
3507,2013,7,25,2,11.0,8.0,3.0,23.0,300.0,44.0,24.9
3508,2013,7,25,3,5.0,10.0,3.0,36.0,300.0,29.0,24.4
3509,2013,7,25,4,7.0,13.0,4.0,32.0,400.0,29.0,25.5
3510,2013,7,25,5,7.0,8.0,3.0,23.0,300.0,41.0,24.6
3511,2013,7,25,6,14.0,33.0,7.0,59.0,400.0,8.0,27.9
3512,2013,7,25,7,15.0,42.0,8.0,42.0,400.0,25.0,29.6
3513,2013,7,25,8,15.0,50.0,7.0,34.0,600.0,37.0,30.9
3514,2013,7,25,9,21.0,41.0,8.0,28.0,800.0,44.0,32.7
3515,2013,7,25,10,14.0,38.0,8.0,26.0,400.0,53.0,34.0
3516,2013,7,25,11,9.0,38.0,7.0,21.0,400.0,83.0,34.2
3517,2013,7,25,12,19.0,53.0,6.0,23.0,400.0,115.0,35.0
3518,2013,7,25,13,21.0,53.0,5.0,11.0,400.0,152.0,36.0
3519,2013,7,25,14,13.0,29.0,4.0,9.0,400.0,164.0,36.9
3520,2013,7,25,15,22.0,27.0,4.0,13.0,500.0,216.0,36.5
3521,2013,7,25,16,24.0,46.0,5.0,17.0,500.0,252.0,36.1
3522,2013,7,25,17,21.0,47.0,6.0,17.0,500.0,228.0,35.3
3523,2013,7,25,18,22.0,46.0,6.0,19.0,500.0,204.0,34.2
3524,2013,7,25,19,22.0,70.0,8.0,29.0,500.0,191.0,32.9
